word	true_class	pred_class
##ho	B-OUTRO	B-PESSOA
Sam	B-COISA	B-PESSOA
##pler	B-COISA	B-PESSOA
Mo	B-OUTRO	O
##cin	B-OUTRO	O
##ho	B-OUTRO	O
Ku	O	B-PESSOA
##du	O	B-PESSOA
##ro	O	B-PESSOA
DNA	B-COISA	O
Ku	B-ABSTRACCAO	B-COISA
##du	B-ABSTRACCAO	B-COISA
##ro	B-ABSTRACCAO	B-COISA
,	O	I-TEMPO
80	B-TEMPO	I-TEMPO
,	B-TEMPO	O
pelo	I-TEMPO	O
menos	I-TEMPO	O
,	I-TEMPO	O
lá	O	B-TEMPO
pelos	B-TEMPO	I-TEMPO
Cap	B-OBRA	B-PESSOA
##ello	B-OBRA	B-PESSOA
e	I-OBRA	O
Iv	I-OBRA	B-PESSOA
##ens	I-OBRA	B-PESSOA
Ka	B-ABSTRACCAO	B-PESSOA
##du	B-ABSTRACCAO	B-PESSOA
##ke	B-ABSTRACCAO	B-PESSOA
central	O	I-LOCAL
Ka	B-ABSTRACCAO	B-PESSOA
##du	B-ABSTRACCAO	B-PESSOA
##ke	B-ABSTRACCAO	B-PESSOA
Kal	B-ABSTRACCAO	B-PESSOA
##und	B-ABSTRACCAO	B-PESSOA
##u	B-ABSTRACCAO	B-PESSOA
Jon	B-ABSTRACCAO	B-PESSOA
##go	B-ABSTRACCAO	B-PESSOA
Ku	B-ABSTRACCAO	B-PESSOA
##du	B-ABSTRACCAO	B-PESSOA
##ro	B-ABSTRACCAO	B-PESSOA
Samba	B-ABSTRACCAO	B-PESSOA
Ku	B-ABSTRACCAO	B-ACONTECIMENTO
##du	B-ABSTRACCAO	B-ACONTECIMENTO
##ro	B-ABSTRACCAO	B-ACONTECIMENTO
Over	B-LOCAL	B-PESSOA
##mundo	B-LOCAL	B-PESSOA
Bi	O	B-PESSOA
##cho	O	B-PESSOA
Dem	O	I-ABSTRACCAO
##ográfico	O	I-ABSTRACCAO
Econ	O	I-ABSTRACCAO
##ômicos	O	I-ABSTRACCAO
Reforma	B-ABSTRACCAO	B-OBRA
nos	O	B-TEMPO
finais	O	I-TEMPO
da	O	I-TEMPO
Idade	B-OUTRO	I-TEMPO
Média	I-OUTRO	I-TEMPO
Cat	B-ACONTECIMENTO	B-OBRA
##ive	B-ACONTECIMENTO	B-OBRA
##iro	B-ACONTECIMENTO	B-OBRA
Babil	I-ACONTECIMENTO	I-OBRA
##ónica	I-ACONTECIMENTO	I-OBRA
da	I-ACONTECIMENTO	I-OBRA
igreja	I-ACONTECIMENTO	I-OBRA
Av	B-ACONTECIMENTO	B-PESSOA
##ign	B-ACONTECIMENTO	B-PESSOA
##on	B-ACONTECIMENTO	B-LOCAL
Portugal	B-PESSOA	B-ORGANIZACAO
Tes	I-OBRA	B-OBRA
##es	I-OBRA	B-OBRA
95	B-OBRA	B-VALOR
Tes	I-OBRA	B-OBRA
##es	I-OBRA	B-OBRA
Protes	I-ACONTECIMENTO	I-ABSTRACCAO
##tante	I-ACONTECIMENTO	I-ABSTRACCAO
Reforma	O	B-ABSTRACCAO
Relig	O	I-ABSTRACCAO
##iosa	O	I-ABSTRACCAO
e	O	I-ABSTRACCAO
Política	O	I-ABSTRACCAO
na	O	I-OBRA
há	O	I-TEMPO
muito	O	I-TEMPO
Inglaterra	B-PESSOA	B-LOCAL
##ll	B-ABSTRACCAO	B-PESSOA
##ard	B-ABSTRACCAO	B-PESSOA
Reforma	B-ABSTRACCAO	B-OBRA
Papa	B-PESSOA	B-ORGANIZACAO
##do	B-PESSOA	B-ORGANIZACAO
Parlamento	B-ORGANIZACAO	B-LOCAL
Reforma	B-ABSTRACCAO	B-OBRA
de	I-ABSTRACCAO	I-OBRA
Henrique	I-ABSTRACCAO	I-OBRA
Reforma	B-ABSTRACCAO	O
Igreja	B-ABSTRACCAO	B-ORGANIZACAO
de	I-ABSTRACCAO	I-ORGANIZACAO
Inglaterra	I-ABSTRACCAO	I-ORGANIZACAO
Igreja	B-ABSTRACCAO	B-ORGANIZACAO
o	O	I-TEMPO
reinado	O	I-TEMPO
155	B-TEMPO	I-TEMPO
##8	B-TEMPO	I-TEMPO
de	O	I-PESSOA
Filipe	O	B-PESSOA
II	O	I-PESSOA
Espanha	O	B-LOCAL
o	O	I-TEMPO
a	O	B-TEMPO
era	B-TEMPO	I-TEMPO
Reforma	B-ABSTRACCAO	B-ACONTECIMENTO
na	O	I-ACONTECIMENTO
Inglaterra	B-LOCAL	I-ACONTECIMENTO
A	O	B-ABSTRACCAO
Igreja	B-ORGANIZACAO	I-ABSTRACCAO
cristã	O	I-ABSTRACCAO
na	O	I-ABSTRACCAO
Inglaterra	B-LOCAL	I-ABSTRACCAO
Igreja	B-ABSTRACCAO	B-ORGANIZACAO
Alta	I-ABSTRACCAO	I-ORGANIZACAO
High	B-ABSTRACCAO	B-ORGANIZACAO
Church	I-ABSTRACCAO	I-ORGANIZACAO
Igreja	B-ABSTRACCAO	B-ORGANIZACAO
Baixa	I-ABSTRACCAO	I-ORGANIZACAO
##w	B-ABSTRACCAO	B-ORGANIZACAO
Church	I-ABSTRACCAO	I-ORGANIZACAO
Reforma	B-ABSTRACCAO	B-OBRA
Conf	B-ABSTRACCAO	B-ACONTECIMENTO
##ir	B-ABSTRACCAO	B-ACONTECIMENTO
##mação	B-ABSTRACCAO	B-ACONTECIMENTO
Santa	B-ABSTRACCAO	B-ACONTECIMENTO
Comun	I-ABSTRACCAO	I-ACONTECIMENTO
##hão	I-ABSTRACCAO	I-ACONTECIMENTO
##ir	B-ABSTRACCAO	B-ACONTECIMENTO
##mação	B-ABSTRACCAO	B-ACONTECIMENTO
dos	I-ABSTRACCAO	O
enfer	I-ABSTRACCAO	O
##mos	I-ABSTRACCAO	O
Igreja	B-ORGANIZACAO	B-LOCAL
Filho	O	B-PESSOA
Jesus	B-PESSOA	I-PESSOA
ci	O	B-ACONTECIMENTO
##meira	O	B-ACONTECIMENTO
África	B-ORGANIZACAO	B-LOCAL
Mu	B-PESSOA	B-LOCAL
##ga	B-PESSOA	B-LOCAL
##be	B-PESSOA	B-LOCAL
ci	O	B-ACONTECIMENTO
##meira	O	B-ACONTECIMENTO
União	B-ACONTECIMENTO	I-ACONTECIMENTO
|	O	I-ACONTECIMENTO
África	B-ORGANIZACAO	B-LOCAL
e	O	I-TEMPO
9	B-TEMPO	I-TEMPO
União	B-LOCAL	B-ORGANIZACAO
Europeia	I-LOCAL	I-ORGANIZACAO
UE	B-LOCAL	B-ORGANIZACAO
asiático	O	I-LOCAL
Lus	B-PESSOA	B-ORGANIZACAO
##a	B-PESSOA	B-ORGANIZACAO
Z	B-ORGANIZACAO	B-PESSOA
##imb	B-ORGANIZACAO	B-PESSOA
##ab	B-ORGANIZACAO	B-PESSOA
##we	B-ORGANIZACAO	B-PESSOA
Homem	B-PESSOA	I-ABSTRACCAO
União	B-LOCAL	B-ORGANIZACAO
Europeia	I-LOCAL	I-ORGANIZACAO
União	B-LOCAL	B-ORGANIZACAO
Afric	I-LOCAL	I-ORGANIZACAO
##ana	I-LOCAL	I-ORGANIZACAO
os	O	B-ACONTECIMENTO
##inh	B-ORGANIZACAO	B-LOCAL
Tro	B-ACONTECIMENTO	B-OBRA
##pa	B-ACONTECIMENTO	B-OBRA
de	I-ACONTECIMENTO	I-OBRA
Eli	I-ACONTECIMENTO	I-OBRA
##te	I-ACONTECIMENTO	I-OBRA
Bill	B-COISA	B-PESSOA
##ab	B-COISA	B-PESSOA
##ong	B-COISA	B-PESSOA
Cha	B-LOCAL	B-COISA
##péu	B-LOCAL	B-OBRA
Man	I-LOCAL	I-OBRA
##gueira	I-LOCAL	I-OBRA
DVD	O	B-COISA
V	O	B-COISA
##CD	O	B-COISA
PM	B-COISA	B-PESSOA
Tro	B-COISA	B-OBRA
##pa	B-COISA	B-OBRA
de	I-COISA	I-OBRA
Eli	I-COISA	I-OBRA
##te	I-COISA	I-OBRA
Tro	B-ABSTRACCAO	B-OBRA
##pa	B-ABSTRACCAO	B-OBRA
de	I-ABSTRACCAO	I-OBRA
Eli	I-ABSTRACCAO	I-OBRA
##te	I-ABSTRACCAO	I-OBRA
Dire	I-COISA	I-OBRA
##ta	I-COISA	I-OBRA
pá	I-OBRA	O
##i	I-OBRA	O
ó	I-OBRA	O
Ó	B-OBRA	B-PESSOA
Pa	I-OBRA	I-PESSOA
##í	I-OBRA	B-PESSOA
ó	I-OBRA	I-PESSOA
Pa	O	B-PESSOA
##í	O	B-PESSOA
Caixa	B-OBRA	B-COISA
Dois	I-OBRA	I-COISA
da	O	B-TEMPO
##qui	O	I-TEMPO
pra	O	I-TEMPO
frente	O	I-TEMPO
de	I-PESSOA	I-ORGANIZACAO
S	I-PESSOA	I-ORGANIZACAO
.	I-PESSOA	I-ORGANIZACAO
Paulo	I-PESSOA	I-ORGANIZACAO
DVD	O	B-COISA
História	O	B-OBRA
PSD	B-ABSTRACCAO	B-ORGANIZACAO
de	O	I-TEMPO
tempo	O	I-TEMPO
PS	B-ABSTRACCAO	B-ORGANIZACAO
os	O	B-TEMPO
tempos	O	I-TEMPO
na	O	B-TEMPO
época	O	I-TEMPO
a	I-TEMPO	O
parte	I-TEMPO	O
PSD	B-PESSOA	B-ORGANIZACAO
PS	B-PESSOA	B-ORGANIZACAO
PSD	B-PESSOA	B-ORGANIZACAO
antes	B-TEMPO	O
obras	O	I-ABSTRACCAO
públicas	O	I-ABSTRACCAO
tempo	O	I-TEMPO
antes	B-TEMPO	O
a	I-TEMPO	O
minuto	B-TEMPO	O
a	I-TEMPO	O
minuto	I-TEMPO	O
Ferreira	B-LOCAL	B-PESSOA
de	I-LOCAL	I-PESSOA
C	I-LOCAL	I-PESSOA
##ima	I-LOCAL	I-PESSOA
Ferreira	B-LOCAL	B-PESSOA
de	I-LOCAL	I-PESSOA
Baixo	I-LOCAL	I-PESSOA
-	B-TEMPO	I-TEMPO
1975	B-TEMPO	I-TEMPO
Sá	B-PESSOA	I-PESSOA
Constituição	B-OBRA	O
PSD	B-ABSTRACCAO	B-ORGANIZACAO
Toyo	B-ABSTRACCAO	B-COISA
##ta	B-ABSTRACCAO	B-COISA
Pri	I-ABSTRACCAO	I-COISA
##us	I-ABSTRACCAO	I-COISA
Pri	B-ABSTRACCAO	B-COISA
##us	B-ABSTRACCAO	B-COISA
cada	O	I-VALOR
##km	B-VALOR	I-VALOR
1	B-COISA	O
.	B-COISA	O
5	B-COISA	I-COISA
##v	B-VALOR	I-VALOR
##v	B-VALOR	I-VALOR
0	I-VALOR	B-VALOR
cerca	B-TEMPO	B-VALOR
de	I-TEMPO	I-VALOR
11	I-TEMPO	I-VALOR
segundos	I-TEMPO	I-VALOR
Borges	B-ABSTRACCAO	B-PESSOA
O	O	B-OBRA
Jardim	O	I-OBRA
dos	O	I-OBRA
Caminhos	O	I-OBRA
que	O	I-OBRA
se	O	I-OBRA
Bi	O	I-OBRA
##fu	O	I-OBRA
##r	O	I-OBRA
##cam	O	I-OBRA
##la	B-OBRA	B-PESSOA
Mul	B-ABSTRACCAO	B-OBRA
##ti	B-ABSTRACCAO	B-OBRA
##plic	B-ABSTRACCAO	B-OBRA
##idade	B-ABSTRACCAO	B-OBRA
Pro	O	I-OBRA
##postas	O	I-OBRA
para	O	I-OBRA
o	O	I-OBRA
Pr	O	I-OBRA
##óximo	O	I-OBRA
Mil	O	I-OBRA
##ênio	O	I-OBRA
121	O	B-VALOR
La	O	I-OBRA
dis	O	I-OBRA
##arm	O	I-OBRA
##onia	O	I-OBRA
CA	B-OBRA	B-PESSOA
##L	B-OBRA	B-PESSOA
##VI	B-OBRA	B-PESSOA
##NO	B-OBRA	B-PESSOA
,	B-OBRA	I-OBRA
12	O	B-VALOR
##3	O	B-VALOR
Século	O	B-TEMPO
##s	O	B-TEMPO
de	O	I-TEMPO
séculos	O	I-TEMPO
B	B-OBRA	B-PESSOA
##OR	B-OBRA	B-PESSOA
##GE	B-OBRA	B-PESSOA
##S	B-OBRA	B-PESSOA
,	B-OBRA	I-OBRA
1995	B-OBRA	I-OBRA
94	O	B-VALOR
.	O	I-OBRA
.	O	I-OBRA
.	O	I-OBRA
CA	B-OBRA	B-PESSOA
##L	B-OBRA	B-PESSOA
##VI	B-OBRA	B-PESSOA
##NO	B-OBRA	B-PESSOA
,	B-OBRA	I-OBRA
1990	B-TEMPO	O
B	O	B-PESSOA
##OR	O	B-PESSOA
##GE	O	B-PESSOA
##S	O	B-PESSOA
,	O	I-OBRA
1995	O	I-OBRA
:	O	I-OBRA
94	O	I-OBRA
94	O	I-OBRA
B	O	B-PESSOA
##OR	O	B-PESSOA
##GE	O	B-PESSOA
##S	O	B-PESSOA
1995	O	B-TEMPO
Mul	O	B-PESSOA
##tiba	O	B-ORGANIZACAO
##nco	O	B-ORGANIZACAO
Portugal	B-LOCAL	B-ORGANIZACAO
Concelho	I-OBRA	I-ABSTRACCAO
##s	I-OBRA	I-ABSTRACCAO
Portugueses	I-OBRA	I-ABSTRACCAO
-	I-OBRA	I-ABSTRACCAO
-	I-OBRA	I-ACONTECIMENTO
1995	I-OBRA	I-ACONTECIMENTO
Rede	B-COISA	B-ORGANIZACAO
Mul	I-COISA	I-ORGANIZACAO
##tiba	I-COISA	I-ORGANIZACAO
##nco	I-COISA	I-ORGANIZACAO
-	I-ORGANIZACAO	B-ORGANIZACAO
,	I-ORGANIZACAO	O
L	I-ORGANIZACAO	O
.	I-ORGANIZACAO	O
de	B-TEMPO	I-TEMPO
Lus	B-PESSOA	B-ORGANIZACAO
##a	B-PESSOA	B-ORGANIZACAO
Francisco	B-ABSTRACCAO	B-PESSOA
M	B-ORGANIZACAO	B-PESSOA
##IN	B-ORGANIZACAO	B-PESSOA
##IS	B-ORGANIZACAO	B-PESSOA
##T	B-ORGANIZACAO	B-PESSOA
##É	B-ORGANIZACAO	B-PESSOA
##RI	B-ORGANIZACAO	B-PESSOA
##OS	B-ORGANIZACAO	B-PESSOA
DO	I-ORGANIZACAO	O
AM	I-ORGANIZACAO	O
##BI	I-ORGANIZACAO	O
##EN	I-ORGANIZACAO	O
##TE	I-ORGANIZACAO	O
,	I-ORGANIZACAO	O
DO	I-ORGANIZACAO	O
O	I-ORGANIZACAO	O
##R	I-ORGANIZACAO	O
##DE	I-ORGANIZACAO	O
##NA	I-ORGANIZACAO	O
##ME	I-ORGANIZACAO	O
##NT	I-ORGANIZACAO	O
##O	I-ORGANIZACAO	O
DO	I-ORGANIZACAO	O
T	I-ORGANIZACAO	O
##ER	I-ORGANIZACAO	O
##RI	I-ORGANIZACAO	O
##T	I-ORGANIZACAO	O
##Ó	I-ORGANIZACAO	O
##RI	I-ORGANIZACAO	O
##O	I-ORGANIZACAO	O
E	I-ORGANIZACAO	O
DO	I-ORGANIZACAO	O
DE	I-ORGANIZACAO	O
##SE	I-ORGANIZACAO	O
##N	I-ORGANIZACAO	O
##V	I-ORGANIZACAO	O
##OL	I-ORGANIZACAO	O
##VI	I-ORGANIZACAO	O
##ME	I-ORGANIZACAO	O
##NT	I-ORGANIZACAO	O
##O	I-ORGANIZACAO	O
R	I-ORGANIZACAO	O
##E	I-ORGANIZACAO	O
##G	I-ORGANIZACAO	O
##IO	I-ORGANIZACAO	O
##NA	I-ORGANIZACAO	O
##L	I-ORGANIZACAO	O
D	B-ORGANIZACAO	O
##A	B-ORGANIZACAO	O
A	I-ORGANIZACAO	O
##G	I-ORGANIZACAO	O
##RI	I-ORGANIZACAO	O
##C	I-ORGANIZACAO	O
##UL	I-ORGANIZACAO	O
##T	I-ORGANIZACAO	O
##UR	I-ORGANIZACAO	O
##A	I-ORGANIZACAO	O
,	I-ORGANIZACAO	O
DO	I-ORGANIZACAO	O
DE	I-ORGANIZACAO	O
##SE	I-ORGANIZACAO	B-ABSTRACCAO
##N	I-ORGANIZACAO	O
##V	I-ORGANIZACAO	O
##OL	I-ORGANIZACAO	O
##VI	I-ORGANIZACAO	O
##ME	I-ORGANIZACAO	O
##NT	I-ORGANIZACAO	O
##O	I-ORGANIZACAO	O
R	I-ORGANIZACAO	O
##UR	I-ORGANIZACAO	O
##AL	I-ORGANIZACAO	O
E	I-ORGANIZACAO	O
D	I-ORGANIZACAO	O
##AS	I-ORGANIZACAO	O
P	I-ORGANIZACAO	O
##ES	I-ORGANIZACAO	O
##CA	I-ORGANIZACAO	O
##S	I-ORGANIZACAO	O
-	B-LOCAL	I-LOCAL
o	B-LOCAL	I-LOCAL
-	B-LOCAL	I-LOCAL
Novo	B-LOCAL	I-LOCAL
e	I-PESSOA	I-ORGANIZACAO
Regional	I-PESSOA	I-ORGANIZACAO
e	O	I-ORGANIZACAO
da	B-PESSOA	I-PESSOA
Agricultura	I-PESSOA	I-ORGANIZACAO
,	I-PESSOA	I-ORGANIZACAO
do	I-PESSOA	I-ORGANIZACAO
Desenvolvimento	I-PESSOA	I-ORGANIZACAO
Rural	I-PESSOA	I-ORGANIZACAO
e	I-PESSOA	O
das	I-PESSOA	I-ORGANIZACAO
Pes	I-PESSOA	I-ORGANIZACAO
##cas	I-PESSOA	I-ORGANIZACAO
da	O	I-ORGANIZACAO
A	B-LOCAL	I-ORGANIZACAO
##juda	B-LOCAL	I-ORGANIZACAO
7	O	I-LOCAL
-	B-LOCAL	I-LOCAL
o	B-LOCAL	I-LOCAL
-	B-LOCAL	I-LOCAL
Novo	B-LOCAL	I-LOCAL
D	O	B-ORGANIZACAO
##G	O	B-ORGANIZACAO
##R	O	B-ORGANIZACAO
##F	O	B-ORGANIZACAO
o	B-LOCAL	I-LOCAL
-	B-LOCAL	I-LOCAL
Novo	B-LOCAL	I-LOCAL
X	B-PESSOA	I-PESSOA
##ara	B-PESSOA	I-PESSOA
e	O	I-LOCAL
Da	B-LOCAL	I-LOCAL
##o	B-LOCAL	I-PESSOA
e	I-LOCAL	O
Da	I-LOCAL	B-LOCAL
##fund	I-LOCAL	B-LOCAL
##o	I-LOCAL	B-LOCAL
depois	B-TEMPO	O
depois	B-TEMPO	O
Depois	B-TEMPO	O
.	O	B-PESSOA
muito	B-TEMPO	O
mais	I-TEMPO	O
tarde	I-TEMPO	O
aos	O	B-TEMPO
quinze	B-VALOR	I-TEMPO
dez	B-VALOR	O
##asse	B-VALOR	I-TEMPO
##is	B-VALOR	O
seguida	O	B-TEMPO
