word	true_class	pred_class
##usta	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	O
so	B-NOME_LOCAL	O
##pé	B-NOME_LOCAL	O
da	I-NOME_LOCAL	O
Serra	I-NOME_LOCAL	O
dos	I-NOME_LOCAL	O
Bo	I-NOME_LOCAL	O
##is	I-NOME_LOCAL	O
Can	O	B-TIPO_MADEIRA
##ela	O	B-TIPO_MADEIRA
67	B-PRECO	I-PRECO
Can	O	B-TIPO_MADEIRA
##ela	O	B-TIPO_MADEIRA
Fire	I-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
pic	O	B-CARACTERISTICA_SENSORIAL_SABOR
##antes	O	B-CARACTERISTICA_SENSORIAL_SABOR
can	O	B-CARACTERISTICA_SENSORIAL_SABOR
##ela	O	B-CARACTERISTICA_SENSORIAL_SABOR
da	I-CARACTERISTICA_SENSORIAL_SABOR	O
can	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
##ela	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
da	I-CARACTERISTICA_SENSORIAL_SABOR	O
can	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
##ela	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
110	B-PRECO	I-PRECO
80	B-PRECO	I-PRECO
notas	B-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_AROMA
da	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
pura	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
fru	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
##ta	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
82	B-PRECO	I-PRECO
ado	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
##cica	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
40	O	B-GRADUACAO-ALCOOLICA
%	O	B-GRADUACAO-ALCOOLICA
12	B-PRECO	I-PRECO
##3	B-PRECO	I-PRECO
super	B-CLASSIFICACAO_BEBIDA	O
premi	I-CLASSIFICACAO_BEBIDA	B-CLASSIFICACAO_BEBIDA
##um	I-CLASSIFICACAO_BEBIDA	B-CLASSIFICACAO_BEBIDA
Amazônia	O	I-NOME_BEBIDA
Pa	B-NOME_BEBIDA	O
##jé	B-NOME_BEBIDA	O
Jam	I-NOME_BEBIDA	O
##bu	I-NOME_BEBIDA	O
Minas	B-NOME_LOCAL	O
do	B-CARACTERISTICA_SENSORIAL_SABOR	O
##cin	B-CARACTERISTICA_SENSORIAL_SABOR	O
##ho	B-CARACTERISTICA_SENSORIAL_SABOR	O
Jam	B-CARACTERISTICA_SENSORIAL_SABOR	O
##bu	B-CARACTERISTICA_SENSORIAL_SABOR	O
do	B-CARACTERISTICA_SENSORIAL_SABOR	O
##cin	B-CARACTERISTICA_SENSORIAL_SABOR	O
##ho	B-CARACTERISTICA_SENSORIAL_SABOR	O
ja	B-CARACTERISTICA_SENSORIAL_SABOR	O
##mb	B-CARACTERISTICA_SENSORIAL_SABOR	O
##u	B-CARACTERISTICA_SENSORIAL_SABOR	O
88	B-PRECO	I-PRECO
Sele	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
##ta	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
suave	B-CARACTERISTICA_SENSORIAL_SABOR	O
notas	B-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_AROMA
de	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
can	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
##ela	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
sele	B-NOME_BEBIDA	O
##ta	B-NOME_BEBIDA	O
notas	B-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_AROMA
de	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
can	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
##ela	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
Un	O	I-NOME_BEBIDA
##ica	O	B-CLASSIFICACAO_BEBIDA
27	B-PRECO	I-PRECO
##9	B-PRECO	I-PRECO
Reserva	B-CLASSIFICACAO_BEBIDA	B-NOME_BEBIDA
51	B-NOME_BEBIDA	I-NOME_BEBIDA
suave	B-CARACTERISTICA_SENSORIAL_SABOR	O
madeira	B-CARACTERISTICA_SENSORIAL_AROMA	O
marcante	O	I-CARACTERISTICA_SENSORIAL_SABOR
Reserva	B-CLASSIFICACAO_BEBIDA	B-NOME_BEBIDA
51	B-NOME_BEBIDA	I-NOME_BEBIDA
reserva	B-CLASSIFICACAO_BEBIDA	O
51	B-NOME_BEBIDA	O
##inado	O	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
L	O	I-NOME_BEBIDA
##U	O	I-NOME_BEBIDA
##X	O	I-NOME_BEBIDA
##O	O	I-NOME_BEBIDA
27	B-PRECO	I-PRECO
##9	B-PRECO	I-PRECO
Van	B-NOME_PESSOA	O
Ca	B-NOME_ORGANIZACAO	O
##cha	B-NOME_ORGANIZACAO	O
##ças	B-NOME_ORGANIZACAO	O
By	I-NOME_ORGANIZACAO	B-NOME_BEBIDA
##la	I-NOME_ORGANIZACAO	B-NOME_BEBIDA
##ard	I-NOME_ORGANIZACAO	B-NOME_BEBIDA
##t	I-NOME_ORGANIZACAO	B-NOME_BEBIDA
ala	B-EQUIPAMENTO_DESTILACAO	O
##mb	B-EQUIPAMENTO_DESTILACAO	O
##ique	B-EQUIPAMENTO_DESTILACAO	O
##A	B-CLASSIFICACAO_BEBIDA	B-NOME_BEBIDA
W	B-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
##R	B-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
##UC	B-NOME_BEBIDA	I-NOME_BEBIDA
##K	B-NOME_BEBIDA	B-CLASSIFICACAO_BEBIDA
##ck	I-NOME_ORGANIZACAO	B-NOME_ORGANIZACAO
Branca	I-CLASSIFICACAO_BEBIDA	B-CLASSIFICACAO_BEBIDA
Agu	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
##arde	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
##nte	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
Branca	I-CLASSIFICACAO_BEBIDA	B-CLASSIFICACAO_BEBIDA
100	B-PRECO	I-PRECO
notas	O	B-CARACTERISTICA_SENSORIAL_AROMA
suave	O	I-CARACTERISTICA_SENSORIAL_AROMA
##s	O	I-CARACTERISTICA_SENSORIAL_AROMA
de	O	I-CARACTERISTICA_SENSORIAL_AROMA
ba	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
##uni	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
##l	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
##ha	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
região	O	B-NOME_LOCAL
do	O	I-NOME_LOCAL
Vale	B-NOME_LOCAL	I-NOME_LOCAL
Bruxelas	O	B-NOME_LOCAL
Bruxelas	O	B-NOME_LOCAL
moderado	B-CARACTERISTICA_SENSORIAL_SABOR	O
-	I-CARACTERISTICA_SENSORIAL_SABOR	O
cara	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
##melo	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
78	B-PRECO	I-PRECO
notas	O	B-CARACTERISTICA_SENSORIAL_AROMA
suave	O	I-CARACTERISTICA_SENSORIAL_AROMA
##s	O	I-CARACTERISTICA_SENSORIAL_AROMA
de	O	I-CARACTERISTICA_SENSORIAL_AROMA
ba	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
##uni	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
##l	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
##ha	B-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
região	O	B-NOME_LOCAL
do	O	I-NOME_LOCAL
Vale	O	I-NOME_LOCAL
do	O	I-NOME_LOCAL
Rio	O	I-NOME_LOCAL
Iv	O	I-NOME_LOCAL
##a	O	I-NOME_LOCAL
##í	O	I-NOME_LOCAL
fru	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_AROMA
##tado	B-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_AROMA
moderado	B-CARACTERISTICA_SENSORIAL_SABOR	O
-	I-CARACTERISTICA_SENSORIAL_SABOR	O
cara	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
##melo	I-CARACTERISTICA_SENSORIAL_SABOR	B-CARACTERISTICA_SENSORIAL_SABOR
Aço	B-RECIPIENTE_ARMAZENAMENTO	O
%	I-GRADUACAO-ALCOOLICA	B-GRADUACAO-ALCOOLICA
%	I-GRADUACAO-ALCOOLICA	B-GRADUACAO-ALCOOLICA
Preta	O	B-CLASSIFICACAO_BEBIDA
79	B-PRECO	I-PRECO
Tá	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
Ala	B-NOME_ORGANIZACAO	I-NOME_ORGANIZACAO
mil	O	I-VOLUME
”	O	I-VOLUME
39	B-PRECO	I-PRECO
##9	B-PRECO	I-PRECO
engenh	O	B-NOME_ORGANIZACAO
##o	O	B-NOME_ORGANIZACAO
Dom	B-NOME_ORGANIZACAO	I-NOME_ORGANIZACAO
Super	O	B-CLASSIFICACAO_BEBIDA
Prem	O	I-CLASSIFICACAO_BEBIDA
##ium	O	I-CLASSIFICACAO_BEBIDA
Ala	B-NOME_ORGANIZACAO	O
##mb	B-NOME_ORGANIZACAO	O
##ique	B-NOME_ORGANIZACAO	O
do	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
Engenh	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
##o	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
55	B-PRECO	I-PRECO
Ala	B-NOME_ORGANIZACAO	O
##mb	B-NOME_ORGANIZACAO	O
##ique	B-NOME_ORGANIZACAO	O
do	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
Engenh	I-NOME_ORGANIZACAO	I-NOME_BEBIDA
Bál	B-CARACTERISTICA_SENSORIAL_SABOR	B-TIPO_MADEIRA
##sa	B-CARACTERISTICA_SENSORIAL_SABOR	B-TIPO_MADEIRA
##mo	B-CARACTERISTICA_SENSORIAL_SABOR	B-TIPO_MADEIRA
-	I-CARACTERISTICA_SENSORIAL_SABOR	I-CARACTERISTICA_SENSORIAL_AROMA
138	B-PRECO	I-PRECO
de	O	I-RECIPIENTE_ARMAZENAMENTO
madeira	O	I-RECIPIENTE_ARMAZENAMENTO
suave	O	B-CARACTERISTICA_SENSORIAL_SABOR
Pur	O	I-NOME_BEBIDA
##a	O	I-NOME_BEBIDA
57	B-PRECO	I-PRECO
Pur	O	I-NOME_BEBIDA
##a	O	I-NOME_BEBIDA
Pur	O	I-NOME_BEBIDA
##a	O	I-NOME_BEBIDA
P	O	B-CLASSIFICACAO_BEBIDA
##UR	O	B-CLASSIFICACAO_BEBIDA
##A	O	B-CLASSIFICACAO_BEBIDA
Branca	B-CLASSIFICACAO_BEBIDA	I-NOME_BEBIDA
Branca	B-CLASSIFICACAO_BEBIDA	I-NOME_BEBIDA
Branca	B-CLASSIFICACAO_BEBIDA	I-NOME_BEBIDA
intenso	O	I-CARACTERISTICA_SENSORIAL_AROMA
##s	O	I-CARACTERISTICA_SENSORIAL_AROMA
corpo	O	B-CARACTERISTICA_SENSORIAL_SABOR
notas	O	B-CARACTERISTICA_SENSORIAL_AROMA
marcantes	O	I-CARACTERISTICA_SENSORIAL_SABOR
##ez	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	O
levemente	O	I-CARACTERISTICA_SENSORIAL_SABOR
notas	O	B-CARACTERISTICA_SENSORIAL_AROMA
intensa	O	I-CARACTERISTICA_SENSORIAL_AROMA
##s	O	I-CARACTERISTICA_SENSORIAL_AROMA
Ala	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
##mb	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
##ique	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
Ala	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
##mb	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
##ique	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
notas	O	B-CARACTERISTICA_SENSORIAL_SABOR
de	O	I-CARACTERISTICA_SENSORIAL_SABOR
Ala	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
##mb	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
##ique	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
Ala	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
##mb	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
##ique	B-EQUIPAMENTO_DESTILACAO	I-NOME_BEBIDA
Tra	B-CLASSIFICACAO_BEBIDA	I-NOME_BEBIDA
Bi	O	I-NOME_BEBIDA
BR	O	B-NOME_LOCAL
##ON	O	B-NOME_LOCAL
##Z	O	B-NOME_LOCAL
##E	O	B-NOME_LOCAL
cere	O	B-TIPO_MADEIRA
##je	O	B-TIPO_MADEIRA
##iras	O	B-TIPO_MADEIRA
ótimo	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	B-CARACTERISTICA_SENSORIAL_SABOR
corpo	I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
muito	B-CARACTERISTICA_SENSORIAL_COR	O
brilhante	I-CARACTERISTICA_SENSORIAL_COR	B-CARACTERISTICA_SENSORIAL_COR
agradável	O	B-CARACTERISTICA_SENSORIAL_SABOR
##melha	O	B-CARACTERISTICA_SENSORIAL_COR
##da	O	B-CARACTERISTICA_SENSORIAL_COR
Circuito	O	B-NOME_LOCAL
das	O	I-NOME_LOCAL
Águas	O	I-NOME_LOCAL
Circuito	O	B-NOME_LOCAL
Terras	O	I-NOME_LOCAL
Guer	O	I-NOME_BEBIDA
##reiro	O	I-NOME_BEBIDA
Guer	O	I-NOME_BEBIDA
##reiro	O	I-NOME_BEBIDA
San	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
##ha	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
##çu	B-NOME_BEBIDA	B-NOME_ORGANIZACAO
dois	B-TEMPO	B-TEMPO_ARMAZENAMENTO
anos	I-TEMPO	I-TEMPO_ARMAZENAMENTO
##pi	B-NOME_BEBIDA	I-NOME_BEBIDA
6	I-TEMPO_ARMAZENAMENTO	B-TEMPO_ARMAZENAMENTO
Ala	O	B-EQUIPAMENTO_DESTILACAO
##mb	O	B-EQUIPAMENTO_DESTILACAO
##ique	O	B-EQUIPAMENTO_DESTILACAO
dourada	B-CARACTERISTICA_SENSORIAL_COR	B-CLASSIFICACAO_BEBIDA
Branca	B-CLASSIFICACAO_BEBIDA	O
##s	B-CLASSIFICACAO_BEBIDA	O
2011	O	B-TEMPO
Ala	O	B-EQUIPAMENTO_DESTILACAO
##mb	O	B-EQUIPAMENTO_DESTILACAO
##ique	O	B-EQUIPAMENTO_DESTILACAO
##e	O	B-NOME_BEBIDA
En	I-NOME_BEBIDA	O
##vel	I-NOME_BEBIDA	O
##hec	I-NOME_BEBIDA	O
##ida	I-NOME_BEBIDA	O
am	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##ênd	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##oa	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##s	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
cho	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##colate	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
ta	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##baco	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
extremamente	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	O
maci	I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
##a	I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA	B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
3	B-TIPO_MADEIRA	O
##A	B-TIPO_MADEIRA	O
##O	B-TIPO_MADEIRA	O
##B	B-TIPO_MADEIRA	O
##boy	B-NOME_ORGANIZACAO	O
Min	I-NOME_BEBIDA	O
##eira	I-NOME_BEBIDA	O
Co	I-EQUIPAMENTO_DESTILACAO	B-EQUIPAMENTO_DESTILACAO
##bre	I-EQUIPAMENTO_DESTILACAO	B-EQUIPAMENTO_DESTILACAO
Min	I-NOME_BEBIDA	O
##eira	I-NOME_BEBIDA	O
Rod	I-NOME_ORGANIZACAO	B-NOME_ORGANIZACAO
##a	I-NOME_ORGANIZACAO	B-NOME_ORGANIZACAO
Ala	O	B-NOME_ORGANIZACAO
##mb	O	B-NOME_ORGANIZACAO
##ique	O	B-NOME_ORGANIZACAO
Cas	B-TIPO_MADEIRA	B-NOME_BEBIDA
##tan	B-TIPO_MADEIRA	B-NOME_BEBIDA
##heira	B-TIPO_MADEIRA	B-NOME_BEBIDA
Pur	B-NOME_BEBIDA	O
##a	B-NOME_BEBIDA	I-NOME_BEBIDA
Arte	I-NOME_BEBIDA	O
Pur	B-NOME_BEBIDA	O
##a	B-NOME_BEBIDA	I-NOME_BEBIDA
Arte	I-NOME_BEBIDA	O
##mb	O	B-EQUIPAMENTO_DESTILACAO
Cas	I-NOME_BEBIDA	B-TIPO_MADEIRA
##tan	I-NOME_BEBIDA	B-TIPO_MADEIRA
##heira	I-NOME_BEBIDA	B-TIPO_MADEIRA
Pur	I-NOME_BEBIDA	O
##a	I-NOME_BEBIDA	O
Arte	I-NOME_BEBIDA	O
madeira	I-RECIPIENTE_ARMAZENAMENTO	B-TIPO_MADEIRA
interior	O	B-NOME_LOCAL
do	O	I-NOME_LOCAL
##o	O	B-CARACTERISTICA_SENSORIAL_SABOR
sem	B-CARACTERISTICA_SENSORIAL_AROMA	O
amar	I-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##gor	I-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
ac	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##idez	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
equilib	I-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
##rada	I-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
ac	O	B-CARACTERISTICA_SENSORIAL_SABOR
##idez	O	B-CARACTERISTICA_SENSORIAL_SABOR
bem	O	I-CARACTERISTICA_SENSORIAL_SABOR
presente	O	I-CARACTERISTICA_SENSORIAL_SABOR
interior	O	B-NOME_LOCAL
do	O	I-NOME_LOCAL
##o	O	B-CARACTERISTICA_SENSORIAL_SABOR
sem	B-CARACTERISTICA_SENSORIAL_AROMA	O
amar	I-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##gor	I-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
ac	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
##idez	B-CARACTERISTICA_SENSORIAL_AROMA	B-CARACTERISTICA_SENSORIAL_SABOR
equilib	I-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
##rada	I-CARACTERISTICA_SENSORIAL_AROMA	I-CARACTERISTICA_SENSORIAL_SABOR
ac	O	B-CARACTERISTICA_SENSORIAL_SABOR
##idez	O	B-CARACTERISTICA_SENSORIAL_SABOR
bem	O	I-CARACTERISTICA_SENSORIAL_SABOR
presente	O	I-CARACTERISTICA_SENSORIAL_SABOR
ac	O	B-CARACTERISTICA_SENSORIAL_SABOR
##idez	O	B-CARACTERISTICA_SENSORIAL_SABOR
bem	O	I-CARACTERISTICA_SENSORIAL_SABOR
presente	O	I-CARACTERISTICA_SENSORIAL_SABOR
En	I-NOME_BEBIDA	O
##vel	I-NOME_BEBIDA	O
##hec	I-NOME_BEBIDA	O
##ida	I-NOME_BEBIDA	O
En	I-NOME_BEBIDA	O
##vel	I-NOME_BEBIDA	O
##hec	I-NOME_BEBIDA	O
##ida	I-NOME_BEBIDA	O
interior	O	B-NOME_LOCAL
de	O	I-NOME_LOCAL
Minas	B-NOME_LOCAL	I-NOME_LOCAL
24	B-TEMPO	B-TEMPO_ARMAZENAMENTO
B	B-NOME_ORGANIZACAO	B-NOME_LOCAL
En	O	I-NOME_BEBIDA
##vel	O	I-NOME_BEBIDA
##hec	O	I-NOME_BEBIDA
##ida	O	I-NOME_BEBIDA
X	I-NOME_BEBIDA	I-NOME_PESSOA
##ime	I-NOME_BEBIDA	I-NOME_PESSOA
##nes	I-NOME_BEBIDA	I-NOME_PESSOA
Ra	O	B-NOME_BEBIDA
##ras	O	B-NOME_BEBIDA
de	O	I-NOME_BEBIDA
Engenh	O	I-NOME_BEBIDA
##o	O	I-NOME_BEBIDA
X	I-NOME_BEBIDA	I-NOME_PESSOA
##ime	I-NOME_BEBIDA	I-NOME_PESSOA
##nes	I-NOME_BEBIDA	I-NOME_PESSOA
##z	O	B-NOME_PESSOA
Pedro	B-NOME_PESSOA	B-NOME_BEBIDA
bra	B-CARACTERISTICA_SENSORIAL_COR	O
##n	B-CARACTERISTICA_SENSORIAL_COR	O
##quin	B-CARACTERISTICA_SENSORIAL_COR	O
##ha	B-CARACTERISTICA_SENSORIAL_COR	O
Branca	B-CLASSIFICACAO_BEBIDA	I-NOME_BEBIDA
Branca	B-CLASSIFICACAO_BEBIDA	I-NOME_BEBIDA
branca	B-CLASSIFICACAO_BEBIDA	B-CARACTERISTICA_SENSORIAL_COR
112	B-PRECO	B-VOLUME
Min	B-CARACTERISTICA_SENSORIAL_SABOR	O
##eral	B-CARACTERISTICA_SENSORIAL_SABOR	O
her	B-CARACTERISTICA_SENSORIAL_SABOR	O
##bal	B-CARACTERISTICA_SENSORIAL_SABOR	O
ouro	B-CLASSIFICACAO_BEBIDA	O
##UA	O	B-NOME_BEBIDA
##R	O	B-NOME_BEBIDA
##NT	O	B-NOME_BEBIDA
