word	true_class	pred_class
##ana	I-LOCAL	I-ORGANIZACAO
1	I-LOCAL	I-ORGANIZACAO
do	I-LOCAL	I-ORGANIZACAO
Área	B-LOCAL	B-ORGANIZACAO
de	I-LOCAL	I-ORGANIZACAO
Proteção	I-LOCAL	I-ORGANIZACAO
Ambiental	I-LOCAL	I-ORGANIZACAO
do	I-LOCAL	I-ORGANIZACAO
Lago	I-LOCAL	I-ORGANIZACAO
Complexo	O	B-ORGANIZACAO
Viv	O	I-ORGANIZACAO
##encial	O	I-ORGANIZACAO
e	O	I-ORGANIZACAO
Esp	O	I-ORGANIZACAO
##ort	O	I-ORGANIZACAO
##ivo	O	I-ORGANIZACAO
do	O	I-LOCAL
Para	O	I-LOCAL
##no	O	I-LOCAL
##á	O	I-LOCAL
RA	B-LOCAL	I-LOCAL
VII	I-LOCAL	O
Complexo	O	B-ORGANIZACAO
Viv	O	I-ORGANIZACAO
##encial	O	I-ORGANIZACAO
e	O	I-ORGANIZACAO
Esp	O	I-ORGANIZACAO
##ort	O	I-ORGANIZACAO
##ivo	O	I-ORGANIZACAO
do	O	I-ORGANIZACAO
Para	O	I-LOCAL
##no	O	I-LOCAL
##á	O	I-LOCAL
RA	B-LOCAL	I-LOCAL
Quad	B-LOCAL	O
##ras	B-LOCAL	O
3	I-LOCAL	O
e	I-LOCAL	O
5	I-LOCAL	O
D	I-LOCAL	B-LOCAL
00	I-LOCAL	O
##5	I-LOCAL	O
D	I-LOCAL	B-LOCAL
##F	I-LOCAL	B-LOCAL
00	I-LOCAL	O
##5	I-LOCAL	O
Complexo	O	B-ORGANIZACAO
Viv	O	I-ORGANIZACAO
##encial	O	I-ORGANIZACAO
e	O	I-ORGANIZACAO
Esp	O	I-ORGANIZACAO
##ort	O	I-ORGANIZACAO
##ivo	O	I-ORGANIZACAO
do	O	I-ORGANIZACAO
Para	O	B-LOCAL
##no	O	I-LOCAL
##á	O	I-LOCAL
Plano	O	B-LEGISLACAO
Diretor	O	I-LEGISLACAO
Loc	O	I-LEGISLACAO
##al	O	I-LEGISLACAO
do	O	I-LEGISLACAO
Para	O	I-LEGISLACAO
##no	O	I-LEGISLACAO
##á	O	I-LEGISLACAO
Plano	O	B-LEGISLACAO
Diretor	O	I-LEGISLACAO
de	O	I-LEGISLACAO
Ord	O	I-LEGISLACAO
##enamento	O	I-LEGISLACAO
Terri	O	I-LEGISLACAO
##torial	O	I-LEGISLACAO
do	O	I-LEGISLACAO
Distrito	O	I-LEGISLACAO
Federal	O	I-LEGISLACAO
P	O	B-LEGISLACAO
##DO	O	B-LEGISLACAO
##T	O	B-LEGISLACAO
##rativa	I-LOCAL	O
RA	B-LOCAL	O
VII	I-LOCAL	O
Estrada	I-LOCAL	B-LOCAL
EP	I-LOCAL	O
##CT	I-LOCAL	O
D	I-LOCAL	B-LOCAL
##F	I-LOCAL	B-LOCAL
-	I-LOCAL	B-LOCAL
EP	I-LOCAL	O
##CT	I-LOCAL	O
RA	B-LOCAL	O
VII	I-LOCAL	O
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
00	B-LEGISLACAO	O
31	B-LEGISLACAO	O
00	B-LEGISLACAO	O
02	B-LEGISLACAO	O
02	B-LEGISLACAO	O
63	B-LEGISLACAO	O
02	B-LEGISLACAO	O
63	B-LEGISLACAO	O
02	B-LEGISLACAO	O
.	B-LEGISLACAO	O
AL	B-LEGISLACAO	O
##TE	B-LEGISLACAO	O
##RA	B-LEGISLACAO	O
##Ç	B-LEGISLACAO	O
##ÃO	B-LEGISLACAO	O
,	I-LEGISLACAO	O
DE	I-LEGISLACAO	O
02	I-LEGISLACAO	B-TEMPO
/	I-LEGISLACAO	B-TEMPO
12	I-LEGISLACAO	B-TEMPO
/	I-LEGISLACAO	B-TEMPO
2008	I-LEGISLACAO	B-TEMPO
D	B-LOCAL	I-LOCAL
##F	B-LOCAL	I-LOCAL
RA	B-LOCAL	O
IV	I-LOCAL	O
Região	B-LOCAL	O
Administ	I-LOCAL	O
##rativa	I-LOCAL	O
IV	I-LOCAL	O
Legislativa	I-ORGANIZACAO	O
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
.	B-ORGANIZACAO	O
.	I-LOCAL	O
art	O	B-LEGISLACAO
.	O	I-LEGISLACAO
14	O	I-LEGISLACAO
,	O	I-LEGISLACAO
do	O	I-LEGISLACAO
Decreto	B-LEGISLACAO	I-LEGISLACAO
.	I-LEGISLACAO	B-LEGISLACAO
Constituição	O	B-LEGISLACAO
Tribunal	O	B-ORGANIZACAO
de	O	I-ORGANIZACAO
Contas	O	I-ORGANIZACAO
e	O	I-ORGANIZACAO
Território	O	I-ORGANIZACAO
##s	O	I-ORGANIZACAO
RA	B-LOCAL	I-LOCAL
VII	I-LOCAL	O
.	I-LEGISLACAO	O
Ó	O	B-ORGANIZACAO
##r	O	B-ORGANIZACAO
##gão	O	B-ORGANIZACAO
Especial	O	I-ORGANIZACAO
E	O	I-LEGISLACAO
	B-LEGISLACAO	I-LEGISLACAO
e	O	I-LEGISLACAO
66	B-LEGISLACAO	I-LEGISLACAO
##0	B-LEGISLACAO	I-LEGISLACAO
D	B-ORGANIZACAO	B-LOCAL
##IS	B-ORGANIZACAO	B-LOCAL
##T	B-ORGANIZACAO	B-LOCAL
##RI	B-ORGANIZACAO	B-LOCAL
##TO	B-ORGANIZACAO	B-LOCAL
F	I-ORGANIZACAO	I-LOCAL
##ED	I-ORGANIZACAO	I-LOCAL
##ER	I-ORGANIZACAO	I-LOCAL
##AL	I-ORGANIZACAO	I-LOCAL
.	I-LOCAL	O
Procurador	O	B-ORGANIZACAO
de	I-LOCAL	I-ORGANIZACAO
Ex	I-LOCAL	I-ORGANIZACAO
##pan	I-LOCAL	I-ORGANIZACAO
##são	I-LOCAL	I-ORGANIZACAO
Urb	I-LOCAL	O
##ana	I-LOCAL	O
do	I-LOCAL	O
de	I-LOCAL	I-ORGANIZACAO
Ex	I-LOCAL	I-ORGANIZACAO
##pan	I-LOCAL	I-ORGANIZACAO
##são	I-LOCAL	I-ORGANIZACAO
Urb	I-LOCAL	I-ORGANIZACAO
##ana	I-LOCAL	I-ORGANIZACAO
1	I-LOCAL	O
do	I-LOCAL	O
##E	O	B-LOCAL
##U	O	B-ORGANIZACAO
Programa	O	B-ORGANIZACAO
Ass	O	I-ORGANIZACAO
##enta	O	I-ORGANIZACAO
##mento	O	I-ORGANIZACAO
Pop	O	I-ORGANIZACAO
##ulação	O	I-ORGANIZACAO
de	O	I-ORGANIZACAO
Baixa	O	I-ORGANIZACAO
Ren	O	I-ORGANIZACAO
##da	O	I-ORGANIZACAO
Zona	B-LOCAL	B-ORGANIZACAO
de	I-LOCAL	I-ORGANIZACAO
Ex	I-LOCAL	I-ORGANIZACAO
##pan	I-LOCAL	I-ORGANIZACAO
##são	I-LOCAL	I-ORGANIZACAO
Urb	I-LOCAL	I-ORGANIZACAO
##ana	I-LOCAL	I-ORGANIZACAO
1	I-LOCAL	I-ORGANIZACAO
do	I-LOCAL	I-ORGANIZACAO
Área	B-LOCAL	B-ORGANIZACAO
de	I-LOCAL	I-ORGANIZACAO
Proteção	I-LOCAL	I-ORGANIZACAO
Ambiental	I-LOCAL	I-ORGANIZACAO
do	I-LOCAL	I-ORGANIZACAO
Lago	I-LOCAL	I-ORGANIZACAO
Complexo	O	B-ORGANIZACAO
Viv	O	I-ORGANIZACAO
##encial	O	I-ORGANIZACAO
e	O	I-ORGANIZACAO
Esp	O	I-ORGANIZACAO
##ort	O	I-ORGANIZACAO
##ivo	O	I-ORGANIZACAO
do	O	I-LOCAL
Para	O	I-LOCAL
##no	O	I-LOCAL
##á	O	I-LOCAL
RA	B-LOCAL	I-LOCAL
VII	I-LOCAL	O
Complexo	O	B-ORGANIZACAO
Viv	O	I-ORGANIZACAO
##encial	O	I-ORGANIZACAO
e	O	I-ORGANIZACAO
Esp	O	I-ORGANIZACAO
##ort	O	I-ORGANIZACAO
##ivo	O	I-ORGANIZACAO
do	O	I-ORGANIZACAO
Para	O	I-LOCAL
##no	O	I-LOCAL
##á	O	I-LOCAL
RA	B-LOCAL	I-LOCAL
Quad	B-LOCAL	O
##ras	B-LOCAL	O
3	I-LOCAL	O
e	I-LOCAL	O
5	I-LOCAL	O
D	I-LOCAL	B-LOCAL
00	I-LOCAL	O
##5	I-LOCAL	O
D	I-LOCAL	B-LOCAL
##F	I-LOCAL	B-LOCAL
00	I-LOCAL	O
##5	I-LOCAL	O
Complexo	O	B-ORGANIZACAO
Viv	O	I-ORGANIZACAO
##encial	O	I-ORGANIZACAO
e	O	I-ORGANIZACAO
Esp	O	I-ORGANIZACAO
##ort	O	I-ORGANIZACAO
##ivo	O	I-ORGANIZACAO
do	O	I-ORGANIZACAO
Para	O	B-LOCAL
##no	O	I-LOCAL
##á	O	I-LOCAL
Plano	O	B-LEGISLACAO
Diretor	O	I-LEGISLACAO
Loc	O	I-LEGISLACAO
##al	O	I-LEGISLACAO
do	O	I-LEGISLACAO
Para	O	I-LEGISLACAO
##no	O	I-LEGISLACAO
##á	O	I-LEGISLACAO
Plano	O	B-LEGISLACAO
Diretor	O	I-LEGISLACAO
de	O	I-LEGISLACAO
Ord	O	I-LEGISLACAO
##enamento	O	I-LEGISLACAO
Terri	O	I-LEGISLACAO
##torial	O	I-LEGISLACAO
do	O	I-LEGISLACAO
Distrito	O	I-LEGISLACAO
Federal	O	I-LEGISLACAO
P	O	B-LEGISLACAO
##DO	O	B-LEGISLACAO
##T	O	B-LEGISLACAO
RA	B-LOCAL	I-LOCAL
D	O	B-LOCAL
##F	O	B-LOCAL
-	O	B-LOCAL
00	O	B-LOCAL
##1	O	B-LOCAL
EP	I-LOCAL	O
##CT	I-LOCAL	O
D	I-LOCAL	B-LOCAL
##F	I-LOCAL	B-LOCAL
-	I-LOCAL	B-LOCAL
EP	I-LOCAL	O
##CT	I-LOCAL	O
RA	B-LOCAL	O
VII	I-LOCAL	O
Livro	O	I-LEGISLACAO
do	O	I-LEGISLACAO
Tom	O	I-LEGISLACAO
##bo	O	I-LEGISLACAO
Histórico	O	I-LEGISLACAO
.	B-ORGANIZACAO	I-ORGANIZACAO
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
.	I-LOCAL	O
E	I-ORGANIZACAO	O
T	I-ORGANIZACAO	O
##ER	I-ORGANIZACAO	O
##RI	I-ORGANIZACAO	O
##T	I-ORGANIZACAO	O
##Ó	I-ORGANIZACAO	O
##RI	I-ORGANIZACAO	O
##OS	I-ORGANIZACAO	O
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
.	I-LOCAL	O
Por	I-LOCAL	O
Q	B-LOCAL	O
##UA	B-LOCAL	O
##DR	B-LOCAL	O
##A	B-LOCAL	O
1	I-LOCAL	O
,	I-LOCAL	O
DO	I-LOCAL	O
SE	I-LOCAL	O
##TO	I-LOCAL	O
##R	I-LOCAL	O
DE	I-LOCAL	O
IN	I-LOCAL	O
##D	I-LOCAL	O
##Ú	I-LOCAL	O
##ST	I-LOCAL	O
##RI	I-LOCAL	O
##AS	I-LOCAL	O
G	I-LOCAL	O
##R	I-LOCAL	O
##Á	I-LOCAL	O
##FI	I-LOCAL	O
##CA	I-LOCAL	O
##S	I-LOCAL	O
R	B-LOCAL	O
##E	B-LOCAL	O
##G	B-LOCAL	O
##I	B-LOCAL	O
##ÃO	B-LOCAL	O
A	I-LOCAL	O
##D	I-LOCAL	O
##MI	I-LOCAL	O
##N	I-LOCAL	O
##IS	I-LOCAL	O
##T	I-LOCAL	O
##RA	I-LOCAL	O
##TI	I-LOCAL	O
##VA	I-LOCAL	O
DO	I-LOCAL	O
P	I-LOCAL	O
##LA	I-LOCAL	O
##NO	I-LOCAL	O
P	I-LOCAL	O
##IL	I-LOCAL	O
##O	I-LOCAL	O
##TO	I-LOCAL	O
	O	I-LEGISLACAO
inc	O	I-LEGISLACAO
##iso	O	I-LEGISLACAO
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Lei	B-LEGISLACAO	O
Or	I-LEGISLACAO	O
##g	I-LEGISLACAO	O
##ânica	I-LEGISLACAO	O
J	I-PESSOA	B-PESSOA
.	I-PESSOA	B-PESSOA
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
J	I-PESSOA	B-PESSOA
.	I-PESSOA	B-PESSOA
e	O	I-ORGANIZACAO
Território	O	I-ORGANIZACAO
##s	O	I-ORGANIZACAO
(	I-LEGISLACAO	O
)	I-LEGISLACAO	O
D	B-ORGANIZACAO	B-LOCAL
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Legislativa	I-ORGANIZACAO	O
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
E	O	I-LEGISLACAO
	B-LEGISLACAO	I-LEGISLACAO
Lei	O	B-LEGISLACAO
##s	O	B-LEGISLACAO
Comple	B-LEGISLACAO	I-LEGISLACAO
##mentares	B-LEGISLACAO	I-LEGISLACAO
e	O	I-LEGISLACAO
66	B-LEGISLACAO	I-LEGISLACAO
##0	B-LEGISLACAO	I-LEGISLACAO
e	O	I-LEGISLACAO
SE	B-LOCAL	O
##TO	B-LOCAL	O
##R	B-LOCAL	O
H	I-LOCAL	O
##AB	I-LOCAL	O
##IT	I-LOCAL	O
##AC	I-LOCAL	O
##IO	I-LOCAL	O
##NA	I-LOCAL	O
##L	I-LOCAL	O
CA	I-LOCAL	O
##TE	I-LOCAL	O
##TI	I-LOCAL	O
##N	I-LOCAL	O
##HO	I-LOCAL	O
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Se	B-LOCAL	B-ORGANIZACAO
##tor	B-LOCAL	B-ORGANIZACAO
Ha	I-LOCAL	I-ORGANIZACAO
##bita	I-LOCAL	I-ORGANIZACAO
##cional	I-LOCAL	O
Cat	I-LOCAL	B-LOCAL
##et	I-LOCAL	B-LOCAL
(	O	B-JURISPRUDENCIA
D	B-ORGANIZACAO	B-LOCAL
##IS	B-ORGANIZACAO	B-LOCAL
##T	B-ORGANIZACAO	B-LOCAL
##RI	B-ORGANIZACAO	B-LOCAL
##TO	B-ORGANIZACAO	B-LOCAL
F	I-ORGANIZACAO	I-LOCAL
##ED	I-ORGANIZACAO	I-LOCAL
##ER	I-ORGANIZACAO	I-LOCAL
##AL	I-ORGANIZACAO	I-LOCAL
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Distrito	B-ORGANIZACAO	B-LOCAL
Federal	I-ORGANIZACAO	I-LOCAL
Câmara	B-LEGISLACAO	B-ORGANIZACAO
Legislativa	I-LEGISLACAO	I-ORGANIZACAO
Ag	O	B-JURISPRUDENCIA
Instru	O	I-JURISPRUDENCIA
##mento	O	I-JURISPRUDENCIA
Rec	B-JURISPRUDENCIA	I-JURISPRUDENCIA
##urso	B-JURISPRUDENCIA	I-JURISPRUDENCIA
Tribunal	O	B-ORGANIZACAO
Regional	O	I-ORGANIZACAO
do	O	I-ORGANIZACAO
Trabalho	O	I-ORGANIZACAO
Federal	I-LOCAL	I-ORGANIZACAO
Resolução	B-LEGISLACAO	O
174	I-LEGISLACAO	O
/	I-LEGISLACAO	O
2011	I-LEGISLACAO	O
S	B-JURISPRUDENCIA	O
##úm	B-JURISPRUDENCIA	O
##ula	B-JURISPRUDENCIA	O
33	I-JURISPRUDENCIA	O
##1	I-JURISPRUDENCIA	O
Fazenda	B-ORGANIZACAO	O
Pública	I-ORGANIZACAO	O
FA	B-ORGANIZACAO	O
##Z	B-ORGANIZACAO	O
##EN	B-ORGANIZACAO	O
##DA	B-ORGANIZACAO	O
P	I-ORGANIZACAO	O
##Ú	I-ORGANIZACAO	O
##B	I-ORGANIZACAO	O
##L	I-ORGANIZACAO	O
##IC	I-ORGANIZACAO	O
##A	I-ORGANIZACAO	O
.	I-LEGISLACAO	O
	I-LEGISLACAO	O
01	I-LEGISLACAO	O
Constitucional	I-LEGISLACAO	O
,	O	I-JURISPRUDENCIA
T	O	B-ORGANIZACAO
##RT	O	B-ORGANIZACAO
.	I-LEGISLACAO	O
PR	B-JURISPRUDENCIA	O
##OC	B-JURISPRUDENCIA	O
##ES	B-JURISPRUDENCIA	O
##SO	B-JURISPRUDENCIA	O
	I-JURISPRUDENCIA	O
T	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##ST	I-JURISPRUDENCIA	B-JURISPRUDENCIA
-	I-JURISPRUDENCIA	B-JURISPRUDENCIA
A	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##IR	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##R	I-JURISPRUDENCIA	B-JURISPRUDENCIA
-	I-JURISPRUDENCIA	B-JURISPRUDENCIA
80	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##1	I-JURISPRUDENCIA	B-JURISPRUDENCIA
-	I-JURISPRUDENCIA	B-JURISPRUDENCIA
42	I-JURISPRUDENCIA	B-JURISPRUDENCIA
.	I-JURISPRUDENCIA	B-JURISPRUDENCIA
2012	I-JURISPRUDENCIA	B-JURISPRUDENCIA
.	I-JURISPRUDENCIA	B-JURISPRUDENCIA
5	I-JURISPRUDENCIA	B-JURISPRUDENCIA
.	I-JURISPRUDENCIA	B-JURISPRUDENCIA
02	I-JURISPRUDENCIA	B-JURISPRUDENCIA
.	I-JURISPRUDENCIA	B-JURISPRUDENCIA
03	I-JURISPRUDENCIA	B-JURISPRUDENCIA
##15	I-JURISPRUDENCIA	B-JURISPRUDENCIA
MP	B-JURISPRUDENCIA	B-LEGISLACAO
2	I-JURISPRUDENCIA	I-LEGISLACAO
.	I-JURISPRUDENCIA	I-LEGISLACAO
200	I-JURISPRUDENCIA	I-LEGISLACAO
-	I-JURISPRUDENCIA	I-LEGISLACAO
2	I-JURISPRUDENCIA	I-LEGISLACAO
/	I-JURISPRUDENCIA	I-LEGISLACAO
2001	I-JURISPRUDENCIA	I-LEGISLACAO
Corte	O	B-ORGANIZACAO
Especial	O	I-ORGANIZACAO
Superior	O	B-ORGANIZACAO
Tribunal	O	I-ORGANIZACAO
In	B-JURISPRUDENCIA	O
##q	B-JURISPRUDENCIA	O
36	I-JURISPRUDENCIA	O
##93	I-JURISPRUDENCIA	O
Corte	O	B-ORGANIZACAO
Especial	O	I-ORGANIZACAO
al	O	B-LEGISLACAO
##íne	O	B-LEGISLACAO
##as	O	B-LEGISLACAO
`	O	I-LEGISLACAO
`	O	I-LEGISLACAO
a	O	I-LEGISLACAO
'	O	I-LEGISLACAO
'	O	I-LEGISLACAO
e	O	I-LEGISLACAO
`	O	I-LEGISLACAO
`	O	I-LEGISLACAO
c	O	I-LEGISLACAO
'	O	I-LEGISLACAO
'	O	I-LEGISLACAO
do	O	I-LEGISLACAO
permi	O	I-LEGISLACAO
##s	O	I-LEGISLACAO
##si	O	I-LEGISLACAO
##vo	O	I-LEGISLACAO
constitucional	O	I-LEGISLACAO
o	O	B-LEGISLACAO
Terceira	O	B-ORGANIZACAO
Se	O	I-ORGANIZACAO
##ção	O	I-ORGANIZACAO
Tribunal	B-JURISPRUDENCIA	B-ORGANIZACAO
Ple	I-JURISPRUDENCIA	I-ORGANIZACAO
##no	I-JURISPRUDENCIA	I-ORGANIZACAO
,	I-JURISPRUDENCIA	O
In	I-JURISPRUDENCIA	O
##q	I-JURISPRUDENCIA	O
36	I-JURISPRUDENCIA	O
##93	I-JURISPRUDENCIA	O
Parque	O	B-ORGANIZACAO
##t	O	B-ORGANIZACAO
27	B-PESSOA	B-TEMPO
/	B-PESSOA	B-TEMPO
02	B-PESSOA	B-TEMPO
/	B-PESSOA	B-TEMPO
2015	B-PESSOA	B-TEMPO
E	I-PESSOA	B-PESSOA
##D	I-PESSOA	B-PESSOA
##DI	I-PESSOA	B-PESSOA
##N	I-PESSOA	B-PESSOA
##E	I-PESSOA	B-PESSOA
Y	I-PESSOA	B-PESSOA
##O	I-PESSOA	B-PESSOA
M	B-ORGANIZACAO	O
##IN	B-ORGANIZACAO	O
##IS	B-ORGANIZACAO	O
##T	B-ORGANIZACAO	O
##O	B-ORGANIZACAO	O
P	I-ORGANIZACAO	O
##Ú	I-ORGANIZACAO	O
##B	I-ORGANIZACAO	O
##L	I-ORGANIZACAO	O
##IC	I-ORGANIZACAO	O
##O	I-ORGANIZACAO	O
Parque	O	B-ORGANIZACAO
##t	O	B-ORGANIZACAO
ST	B-ORGANIZACAO	B-JURISPRUDENCIA
##J	B-ORGANIZACAO	B-JURISPRUDENCIA
,	O	I-JURISPRUDENCIA
##Es	B-JURISPRUDENCIA	I-JURISPRUDENCIA
##p	B-JURISPRUDENCIA	I-JURISPRUDENCIA
parque	O	B-ORGANIZACAO
##t	O	B-ORGANIZACAO
R	I-PESSOA	O
##EP	I-PESSOA	O
##DO	I-PESSOA	O
A	O	I-ORGANIZACAO
PA	B-ORGANIZACAO	O
##R	B-ORGANIZACAO	O
##Q	B-ORGANIZACAO	O
##U	B-ORGANIZACAO	O
##ET	B-ORGANIZACAO	O
parque	B-ORGANIZACAO	O
##t	B-ORGANIZACAO	O
Parque	O	B-ORGANIZACAO
##t	O	B-ORGANIZACAO
Ministro	B-PESSOA	O
Benedito	I-PESSOA	B-PESSOA
Primeira	O	B-ORGANIZACAO
Tur	O	I-ORGANIZACAO
##ma	O	I-ORGANIZACAO
parque	B-PESSOA	B-ORGANIZACAO
##t	B-PESSOA	B-ORGANIZACAO
MP	B-ORGANIZACAO	O
§	B-JURISPRUDENCIA	B-LEGISLACAO
11	I-JURISPRUDENCIA	I-LEGISLACAO
do	I-JURISPRUDENCIA	I-LEGISLACAO
art	I-JURISPRUDENCIA	I-LEGISLACAO
.	I-JURISPRUDENCIA	I-LEGISLACAO
85	I-JURISPRUDENCIA	I-LEGISLACAO
do	I-JURISPRUDENCIA	I-LEGISLACAO
CP	I-JURISPRUDENCIA	I-LEGISLACAO
##C	I-JURISPRUDENCIA	I-LEGISLACAO
/	I-JURISPRUDENCIA	I-LEGISLACAO
15	I-JURISPRUDENCIA	I-LEGISLACAO
M	B-ORGANIZACAO	O
PA	B-ORGANIZACAO	O
##R	B-ORGANIZACAO	O
##Q	B-ORGANIZACAO	O
##U	B-ORGANIZACAO	O
##ET	B-ORGANIZACAO	O
F	O	B-PESSOA
Procurador	O	B-ORGANIZACAO
##ia	O	B-ORGANIZACAO
-	O	B-ORGANIZACAO
Geral	O	B-ORGANIZACAO
de	O	I-ORGANIZACAO
Justiça	O	I-ORGANIZACAO
